candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,mean_pathway_mlog10p,pathways,pathway_names,best_pathway_id,best_pathway_name,best_pathway_p,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,gwas_rank_score,magma_rank_score,pathway_rank_score,multi_pathway_bonus,score
1321,SORBI_3006G079400,6,44551693,44605319,958,38,329,3.1611,7.8583e-4,0.12253,7.2936e-5,7.8583e-4,0.0190619715879828,1,1397,1.564518e-7,958,1121,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.4806965618903,1.38510576837109,0,0,2.86580233026139
1322,SORBI_3008G004900,8,427671,480534,557,52,327,2.963,0.0015232,0.39408,4.0298e-5,0.0015232,0.0286937031111111,1,1800,7.333205e-8,557,871,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.59028401947761,1.27502966938197,0,0,2.86531368885957
1323,SORBI_3009G239200,9,57671343,57723475,1073,43,326,3.2952,4.9169e-4,0.046758,1.635e-4,4.9169e-4,0.0142965658269066,1,1165,3.075643e-7,1073,1347,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.40093457876229,1.46397624912323,0,0,2.86491082788552
1324,SORBI_3002G164200,2,50868853,50927088,1601,71,331,2.8065,0.0025039,0.88622,6.1009e-5,0.0025039,0.038123671454219,1,2227,3.808432e-8,1601,705,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.68211305749387,1.18258195745123,0,0,2.86469501494511
1325,SORBI_3004G310900,4,64715481,64768567,536,72,327,3.1594,7.9056e-4,0.11539,6.2521e-5,7.9056e-4,0.0191200488445078,1,1402,1.616007e-7,536,1123,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.47992241822381,1.38355416085463,0,0,2.86347657907845
1326,SORBI_3007G108500,7,39064200,39118976,1111,62,330,1.8232,0.034139,0.11951,0.023438,0.034139,0.153155467865644,1,7558,3.401137e-5,1111,6392,3,5.67164828416423,TRIGLSYN-PWY; PWYIO2-7; PWY-7039,"diacylglycerol and triacylglycerol biosynthesis; triacylglycerol biosynthesis (Chlamydomonas); phosphatidate metabolism, as a signaling molecule",TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis,1.6502434308877e-8,1,FALSE,FALSE,TRUE,1,0.724665408179336,0.651895286904276,2.61172330800734,0.602059991327962,2.86304034648567
1327,SORBI_3004G165800,4,51527513,51578623,730,66,329,3.3871000000000002,3.5314e-4,0.036195,8.0569e-5,3.5314e-4,0.0116644838095238,1,1023,4.946773e-7,730,1544,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.34165487848555,1.52042654077311,0,0,2.86208141925867
1328,SORBI_3007G047400,7,4720530,4782815,815,60,330,3.0883,0.0010066,0.59283,1.1117e-5,0.0010066,0.022108191461837,1,1543,1.103076e-7,815,1024,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.52000221784546,1.34193624842212,0,0,2.86193846626758
1329,SORBI_3006G227300,6,57181238,57233271,556,57,328,3.2153,6.5147e-4,0.12315,9.9765e-5,6.5147e-4,0.016875511657754,1,1309,1.974954e-7,556,1209,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.4478758736245,1.41336252793452,0,0,2.86123840155902
1330,SORBI_3004G008900,4,744869,796113,890,35,328,2.8422,0.0022399,0.355,7.5546e-5,0.0022399,0.0358764899385923,1,2117,9.494868e-7,890,2021,1,3.82119267905217,PWY-5129,sphingolipid biosynthesis (plants),PWY-5129,sphingolipid biosynthesis (plants),1.5094103407296e-4,85,FALSE,FALSE,TRUE,1,1.22473586096997,1.20458131646586,0.682304382293049,0.301029995663981,2.86077836728155
1331,SORBI_3007G026700,7,2412424,2466121,1371,65,328,2.9612,0.0015322,0.33107,1.0504e-4,0.0015322,0.028799244789357,1,1804,7.679082e-8,1371,879,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.5863132994115,1.27406564127935,0,0,2.86037894069085
1332,SORBI_3003G152400,3,16163407,16225696,1979,99,329,3.3381,4.2176e-4,0.013755,4.6483e-4,4.2176e-4,0.0130127735031847,1,1099,3.834767e-7,1979,1443,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.37103584339178,1.48930448206178,0,0,2.86034032545356
1333,SORBI_3006G152100,6,51250259,51300700,419,24,329,3.2184,6.4454e-4,0.076555,8.3504e-5,6.4454e-4,0.0167600171165644,1,1304,1.988263e-7,419,1217,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.44501159625521,1.41502458308937,0,0,2.86003617934458
1334,SORBI_3010G156601,10,46056608,46120385,1048,45,327,3.018,0.0012721,0.27473,9.4296e-5,0.0012721,0.0256294514557338,1,1683,8.98099e-8,1048,943,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.55579048174794,1.30421805850945,0,0,2.86000854025739
1335,SORBI_3002G242300,2,63129947,63181519,594,35,330,2.4754,0.0066542,0.2643,0.0010718,0.0066542,0.0649670640944428,1,3473,3.027999e-6,594,2989,3,4.30841190213312,PWY-1121; PWY-361; PWY-6039,suberin monomers biosynthesis; phenylpropanoid biosynthesis; chlorogenic acid biosynthesis I,PWY-1121,suberin monomers biosynthesis,6.05246205408425e-6,22,FALSE,FALSE,TRUE,1,1.05477625944599,0.989597391174509,1.26930062718514,0.602059991327962,2.85964196161146
1336,SORBI_3004G130100,4,16726231,16779391,992,77,331,2.9964,0.001366,0.51325,6.2114e-5,0.001366,0.0268201088592936,1,1727,8.446595e-8,992,920,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.56651434713972,1.29300983691781,0,0,2.85952418405753
1337,SORBI_3010G055500,10,4299391,4353083,923,40,329,3.3635,3.8486e-4,0.21359,1.7686e-5,3.8486e-4,0.0123227883663834,1,1059,4.350238e-7,923,1501,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.353921482242,1.50540621437779,0,0,2.85932769661979
1338,SORBI_3002G048200,2,4564218,4617725,763,28,329,2.3348,0.0097781,0.51171,7.0258e-4,0.0097781,0.0793955495210728,1,4176,1.4056e-6,763,2301,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,1.16838555581663,0.909541684491066,1.38127438662907,0.301029995663981,2.85887343232142
1339,SORBI_3005G117600,5,51723422,51774859,1051,74,329,3.2016,6.8325e-4,0.09499,7.8373e-5,6.8325e-4,0.0173537387724551,1,1335,1.928305e-7,1051,1192,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.45402591908105,1.40482090878468,0,0,2.85884682786573
1340,SORBI_3002G206200,2,59731003,59791787,1063,74,329,2.6574,0.0039372,0.10664,0.0013471,0.0039372,0.0495739240995173,1,2693,1.724961e-6,1063,2487,1,4.9573365582275,PWY-401,galactolipid biosynthesis I,PWY-401,galactolipid biosynthesis I,1.10322334124971e-5,35,FALSE,FALSE,TRUE,1,1.13462638921534,1.10006582107376,1.06765526365707,0.301029995663981,2.85882884081682
1341,SORBI_3004G261500,4,60644475,60697182,608,37,330,3.0522,0.0011358,0.034032,3.0211e-4,0.0011358,0.023906087150838,1,1611,1.785314e-6,608,2511,1,3.61790144759627,PWY0-662,PRPP biosynthesis,PWY0-662,PRPP biosynthesis,2.4104523592424e-4,96,FALSE,TRUE,TRUE,2,1.13045546177235,1.32320663406605,0.629452074967773,0.301029995663981,2.85869713202148
1342,SORBI_3001G155800,1,12583609,12635117,684,27,330,3.7889,7.566e-5,0.0012867,1.1342e-4,7.566e-5,0.00407866340222576,1,629,1.839241e-6,684,2533,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.12666698469472,1.73165152904,0,0,2.85831851373473
1343,SORBI_3006G227600,6,57210780,57262604,846,54,328,3.2134,6.5578e-4,0.10614,7.7561e-5,6.5578e-4,0.016909648851711,1,1315,1.974954e-7,846,1212,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.446799554655,1.41137642165949,0,0,2.8581759763145
1344,SORBI_3001G145400,1,11620342,11678710,521,34,330,3.5859,1.6797e-4,0.0032522,1.5921e-4,1.6797e-4,0.0070055679704797,1,813,8.846582e-7,521,1961,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.23782458081749,1.6202116288912,0,0,2.85803620970869
1345,SORBI_3008G152500,8,58466768,58519771,935,36,329,2.9487,0.0015957,0.028678,6.4728e-4,0.0015957,0.0293918448669202,1,1840,1.394286e-6,935,2293,1,3.75264598770738,NAGLIPASYN-PWY,lipid IV<sub>A</sub> biosynthesis,NAGLIPASYN-PWY,lipid IV<sub>A</sub> biosynthesis,1.7674779816979e-4,89,FALSE,FALSE,TRUE,1,1.16989811975533,1.26548435147574,0.662333301362429,0.301029995663981,2.85685812061148
1346,SORBI_3009G089532,9,15562811,15632498,1856,96,330,3.2192,6.4275e-4,0.058859,3.1235e-4,6.4275e-4,0.0167391451612903,1,1302,2.079285e-7,1856,1228,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.44110380768012,1.4156911902531,0,0,2.85679499793322
1347,SORBI_3006G159100,6,51736875,51790908,1415,72,328,3.2135,6.5565e-4,0.028462,1.8561e-4,6.5565e-4,0.016909648851711,1,1314,2.004384e-7,1415,1220,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.44394234381052,1.41170680926151,0,0,2.85564915307203
1348,SORBI_3001G256800,1,30075262,30125934,1663,58,330,3.013,0.0012934,0.52627,6.3982e-5,0.0012934,0.0258283905771496,1,1698,9.156015e-8,1663,945,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.55487036597601,1.30036448857734,0,0,2.85523485455335
1349,SORBI_3009G210700,9,55669060,55719732,624,61,330,3.0048,0.0013286,0.75248,2.613e-5,0.0013286,0.02626832,1,1715,8.914023e-8,624,937,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.55856258359749,1.29603805010648,0,0,2.85460063370398
1350,SORBI_3007G212100,7,64053580,64105416,849,44,330,3.3035,4.7742e-4,0.098698,4.6148e-5,4.7742e-4,0.0140646023979149,1,1151,3.437927e-7,849,1398,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.38479500307561,1.46922685085548,0,0,2.85402185393109
1351,SORBI_3006G079350,6,44551693,44602681,910,38,329,3.1432,8.356e-4,0.23558,4.2797e-5,8.356e-4,0.0197171362560891,1,1437,1.564518e-7,910,1120,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.48108415181509,1.37284540635105,0,0,2.85392955816614
1352,SORBI_3003G442000,3,74037987,74090819,497,64,329,2.9133,0.0017879,0.14769,2.5449e-4,0.0017879,0.0317237641025641,1,1911,5.54107e-7,497,1608,1,2.53764542937791,PWY-2781,<i>cis</i>-zeatin biosynthesis,PWY-2781,<i>cis</i>-zeatin biosynthesis,0.0028997100289971,171,FALSE,FALSE,TRUE,1,1.32401613007284,1.24904148743026,0.378727197615188,0.301029995663981,2.85273021500989
1353,SORBI_3002G134300,2,19823609,19877513,1016,69,330,3.312,4.6309e-4,0.023732,2.7537e-4,4.6309e-4,0.0138426877328647,1,1134,3.671013e-7,1016,1425,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.37648731014074,1.47568911992838,0,0,2.85217643006913
1354,SORBI_3007G043400,7,4312239,4367630,1106,52,329,2.6269,0.0043081,0.02059,0.0035848,0.0043081,0.0519854287544484,1,2810,6.304138e-6,1106,3816,2,4.06752389996261,PWY-5723; NONOXIPENT-PWY,Rubisco shunt; pentose phosphate pathway (non-oxidative branch),PWY-5723,Rubisco shunt,4.58010721755783e-6,18,FALSE,FALSE,TRUE,1,0.948693808453214,1.08159585458019,1.35645080290404,0.477121254719662,2.85165144090132
1355,SORBI_3001G471100,1,74352728,74406847,852,68,330,3.0684,0.0010762,0.017037,4.8378e-4,0.0010762,0.0231400060875079,1,1577,5.822638e-6,852,3737,1,4.65256088658829,PWY-5097,L-lysine biosynthesis VI,PWY-5097,L-lysine biosynthesis VI,2.22555900722435e-5,47,FALSE,TRUE,TRUE,2,0.957779076635634,1.33247048115637,0.939625450071624,0.301029995663981,2.85037128152701
1356,SORBI_3001G383000,1,67035895,67087680,699,23,330,3.1059,9.4865e-4,0.4356,2.2479e-5,9.4865e-4,0.0213307852785146,1,1508,1.302451e-7,699,1080,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.49687841899832,1.35190083295152,0,0,2.84877925194984
1357,SORBI_3006G064700,6,42441730,42493514,1186,45,328,2.8187,0.0024109,0.88999,4.4416e-5,0.0024109,0.0373870536986301,1,2185,4.534749e-8,1186,748,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.65640057662081,1.19085073317883,0,0,2.84725130979964
1358,SORBI_3006G032600,6,7174352,7228769,1459,74,330,3.0106,0.0013037,0.45428,7.5718e-5,0.0013037,0.0259835231943629,1,1701,9.823355e-8,1459,962,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.54712710244746,1.2995978608727,0,0,2.84672496332016
1359,SORBI_3009G228500,9,56919587,56971421,591,32,330,3.1581,7.9394e-4,0.49887,1.2036e-5,7.9394e-4,0.0191559715422886,1,1405,1.871686e-7,591,1165,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.46397624912323,1.38262585024417,0,0,2.84660209936741
1360,SORBI_3008G040800,8,3895915,3947825,998,66,330,3.3799,3.6258e-4,0.010068,4.2375e-4,3.6258e-4,0.0118557016779171,1,1037,5.294831e-7,998,1582,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.33109569532361,1.51452341809623,0,0,2.84561911341984
1361,SORBI_3009G239101,9,57669451,57724567,1124,43,326,3.2652,5.4698e-4,0.036562,2.2439e-4,5.4698e-4,0.0152024572459016,1,1220,3.075643e-7,1124,1346,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.40125711459731,1.44394234381052,0,0,2.84519945840784
1362,SORBI_3005G054900,5,5534616,5589836,1554,100,329,1.8299,0.033629,0.33727,0.0074411,0.033629,0.152303093845949,1,7484,9.411562e-6,1554,4299,8,5.15500647585478,PWY-321; PWY-6733; PWY-5971; PWY-5147; PWY-1121; PWY-6803; PWY-5989; PWY-5143,cutin biosynthesis; sporopollenin precursors biosynthesis; palmitate biosynthesis II (bacteria and plants); oleate biosynthesis I (plants); suberin monomers biosynthesis; phosphatidylcholine acyl editing; stearate biosynthesis II (bacteria and plants); long-chain fatty acid activation,PWY-321,cutin biosynthesis,5.03008899829411e-7,4,FALSE,FALSE,TRUE,1,0.896934729368265,0.656168395657299,2.00966331667938,0.954242509439325,2.84420753619705
1363,SORBI_3007G211800,7,64032657,64086666,793,37,330,3.2848,5.1024e-4,0.027295,1.0513e-4,5.1024e-4,0.0146001838987342,1,1185,3.437927e-7,793,1395,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.38572796687566,1.45658382413915,0,0,2.8423117910148
1364,SORBI_3001G367500,1,65594047,65648218,540,48,327,3.2173,6.4694e-4,0.31762,3.1446e-5,6.4694e-4,0.0168095337318008,1,1305,2.346571e-7,540,1269,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.42684055239057,1.41469166281097,0,0,2.84153221520154
1365,SORBI_3006G182401,6,53711850,53762829,687,49,330,2.8657,0.0020802,0.59603,4.2005e-5,0.0020802,0.0346077680392157,1,2037,6.105574e-8,687,813,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.6202116288912,1.22131114548511,0,0,2.84152277437631
1366,SORBI_3004G319100,4,65410870,65464849,1050,36,328,2.8644,0.002089,0.51672,1.5611e-4,0.002089,0.0346714694077337,1,2043,7.764058e-7,1050,1846,2,2.48333154953339,POLYAMINSYN3-PWY; PWY-46,superpathway of polyamine biosynthesis II; putrescine biosynthesis III,POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,0.0014998500149985,153,FALSE,FALSE,TRUE,1,1.26407047779538,1.22003380785282,0.427031877189743,0.477121254719662,2.84075660065897
1367,SORBI_3009G093200,9,23385029,23440591,1387,83,330,2.5116,0.0060099,0.35847,9.9924e-4,0.0060099,0.061555667653277,1,3309,1.027444e-6,1387,2083,1,4.94935007778053,DETOX1-PWY,superoxide radicals degradation,DETOX1-PWY,superoxide radicals degradation,1.12369881329716e-5,36,FALSE,FALSE,TRUE,1,1.21161290453753,1.01060540732542,1.05542080724005,0.301029995663981,2.84023771418217
1368,SORBI_3009G082600,9,12016832,12072235,904,78,329,3.654,1.2908e-4,0.012471,4.3954e-5,1.2908e-4,0.00593412879892038,1,736,1.339709e-6,904,2258,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.17657823689632,1.66342436014777,0,0,2.8400025970441
1369,SORBI_3006G213100,6,56146693,56201054,619,18,330,3.0777,0.0010432,0.08905,7.3424e-5,0.0010432,0.022631366346769,1,1563,1.351415e-6,619,2273,1,3.12758219367105,UDPNACETYLGALSYN-PWY,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II,UDPNACETYLGALSYN-PWY,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II,7.4544877659029e-4,136,FALSE,TRUE,TRUE,2,1.1737027387603,1.33634319646608,0.478184399637124,0.301029995663981,2.83944713374414
1370,SORBI_3009G133900,9,48800949,48872645,1218,65,330,2.8237,0.0023737,0.042055,0.0019937,0.0023737,0.0371423256114444,1,2167,2.711897e-6,1218,2861,2,4.18464783129638,PWY-6596; PWY-6605,adenosine nucleotides degradation I; adenine and adenosine salvage II,PWY-6596,adenosine nucleotides degradation I,4.77691012745136e-5,57,FALSE,FALSE,TRUE,1,1.07378431668001,1.19444326316545,0.85584845233485,0.477121254719662,2.83928818242879
1371,SORBI_3004G257400,4,60305551,60361650,528,55,329,3.0728,0.0010602,0.21407,6.0639e-5,0.0010602,0.0228916771483132,1,1570,1.236937e-7,528,1061,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.50458679058393,1.33440252207604,0,0,2.83898931265997
1372,SORBI_3009G111301,9,44765435,44816232,434,70,326,3.2893,5.0222e-4,0.36835,1.8262e-5,5.0222e-4,0.0144193698221846,1,1181,3.571502e-7,434,1413,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.38016001263671,1.45805227687176,0,0,2.83821228950847
1373,SORBI_3010G005200,10,410158,462262,702,43,330,3.3407,4.1785e-4,0.012936,2.2344e-4,4.1785e-4,0.0129510583180987,1,1094,4.864716e-7,702,1526,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.34674764086641,1.49128485248786,0,0,2.83803249335427
1374,SORBI_3005G102000,5,17645844,17696764,1044,57,330,3.015,0.0012849,0.8079,3.6057e-5,0.0012849,0.0257953754884547,1,1689,1.012736e-7,1044,989,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.53510588288809,1.30267252491426,0,0,2.83777840780235
1375,SORBI_3001G235200,1,23482319,23538640,1599,62,330,2.9517,0.0015799,0.8331,4.3783e-5,0.0015799,0.0292089240326976,1,1833,8.301506e-8,1599,913,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.56983139695097,1.26713970952305,0,0,2.83697110647403
1376,SORBI_3002G217700,2,60963531,61019239,1060,44,330,3.3978,3.3965e-4,0.022305,6.5606e-5,3.3965e-4,0.0113915452027695,1,1011,5.995055e-7,1060,1657,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.31097966606593,1.52555101889427,0,0,2.8365306849602
1377,SORBI_3006G227750,6,57215817,57267331,867,52,328,3.1737,7.5262e-4,0.16879,5.5629e-5,7.5262e-4,0.018475814577006502,1,1380,1.974954e-7,867,1214,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.44608348774603,1.39042308808403,0,0,2.83650657583007
1378,SORBI_3008G005100,8,440387,493367,686,49,327,2.911,0.0018012,0.49081,3.5598e-5,0.0018012,0.031776841623309,1,1922,7.333205e-8,686,873,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.5892879307797,1.24654879115274,0,0,2.83583672193245
1379,SORBI_3001G145550,1,11634505,11685514,520,33,330,3.5533,1.9022e-4,0.0022014,2.3464e-4,1.9022e-4,0.00753502308411215,1,856,8.846582e-7,520,1963,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.23738187488527,1.59782840980812,0,0,2.83521028469338
1380,SORBI_3003G084501,3,7236816,7290459,1007,67,328,3.2793,5.2034e-4,0.0066446,3.5637e-4,5.2034e-4,0.0147515380116959,1,1196,3.536033e-7,1007,1409,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.38139118137591,1.45257099483288,0,0,2.83396217620879
1381,SORBI_3006G108300,6,47752154,47804941,904,27,330,3.7668,8.2669e-5,0.0011323,3.6279e-4,8.2669e-5,0.0043258340308642,1,648,1.996713e-6,904,2602,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.1149948822597,1.71872716861468,0,0,2.83372205087438
1382,SORBI_3001G160700,1,13190491,13241827,993,62,328,2.9748,0.001466,0.43591,4.1755e-5,0.001466,0.0280209289740699,1,1774,9.464539e-8,993,953,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.55120927384694,1.28134855898956,0,0,2.83255783283651
1383,SORBI_3001G475900,1,74789983,74845643,606,44,330,3.0195,0.001266,0.010919,9.3038e-4,0.001266,0.0255449679952409,1,1680,3.673286e-6,606,3159,2,3.66006776171899,PWY-5486; PWY-6333,pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I,PWY-5486,pyruvate fermentation to ethanol II,1.3836726772765e-4,81,FALSE,TRUE,TRUE,2,1.03075254858012,1.30499289275941,0.703238289128692,0.477121254719662,2.83050096231978
1384,SORBI_3007G089533,7,12603777,12655445,1153,38,329,2.9528,0.0015747,0.60266,4.2557e-5,0.0015747,0.0291616207536865,1,1831,8.556534e-8,1153,928,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.56275419826641,1.26761383018357,0,0,2.83036802844998
1385,SORBI_3004G260200,4,60510432,60563499,827,74,328,3.1156,9.1782e-4,0.26018,5.3599e-5,9.1782e-4,0.0209050784966443,1,1486,1.673922e-7,827,1144,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.47187615002827,1.35828336506071,0,0,2.83015951508898
1386,SORBI_3002G353900,2,71708857,71761165,751,45,330,3.2217,6.3715e-4,0.053807,1.3825e-4,6.3715e-4,0.0166391959353349,1,1298,2.809146e-7,751,1312,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.41236833944563,1.41702748202092,0,0,2.82939582146655
1387,SORBI_3010G132000,10,18183955,18238440,1296,51,329,3.3123,4.6265e-4,0.053199,1.3016e-4,4.6265e-4,0.0138426877328647,1,1132,4.545489e-7,1296,1506,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.35247720262059,1.47645574763302,0,0,2.82893295025361
1388,SORBI_3003G002501,3,261148,312317,669,61,330,3.1355,8.5784e-4,0.29011,3.8698e-5,8.5784e-4,0.020113513227367,1,1446,1.894848e-7,669,1179,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.45878836939018,1.37013388152676,0,0,2.82892225091694
1389,SORBI_3009G239351,9,57677655,57731002,969,39,326,3.235,6.0827e-4,0.063794,1.8181e-4,6.0827e-4,0.0162312873957514,1,1270,3.075643e-7,969,1350,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.39996840599027,1.42649845352931,0,0,2.82646685951958
1390,SORBI_3002G217400,2,60948133,61001816,925,41,330,3.1132,9.2538e-4,0.019001,4.6316e-4,9.2538e-4,0.0209650517411608,1,1495,2.154923e-6,925,2676,1,3.37255184744222,PWY-6717,"(1,4)-&beta;-D-xylan degradation",PWY-6717,"(1,4)-&beta;-D-xylan degradation",4.2408035284095e-4,114,FALSE,TRUE,TRUE,2,1.10281606538949,1.35566098182482,0.554818456670869,0.301029995663981,2.82619527424894
1391,SORBI_3004G176300,4,52837429,52889415,552,48,330,3.0652,0.0010877,0.24178,4.7473e-5,0.0010877,0.0232986301958307,1,1583,1.33076e-7,552,1084,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.4952728922829,1.33082125962292,0,0,2.82609415190582
1392,SORBI_3003G355200,3,67362221,67415118,645,64,330,2.5566,0.0052843,0.45126,3.4367e-4,0.0052843,0.0576032722597236,1,3110,6.361386e-7,645,1703,2,2.62932914831857,PWY-882; PWY-5659,L-ascorbate biosynthesis I (L-galactose pathway); GDP-mannose biosynthesis,PWY-882,L-ascorbate biosynthesis I (L-galactose pathway),1.4469720922558e-4,83,FALSE,FALSE,TRUE,1,1.29908752652267,1.03754178545843,0.692645215631268,0.477121254719662,2.82608829621264
1393,SORBI_3001G376266,1,66467613,66518566,396,23,326,3.0202,0.0012631,0.054377,2.7884e-4,0.0012631,0.0255239539928486,1,1678,2.759595e-6,396,2885,1,3.94133506232964,PWY-622,starch biosynthesis,PWY-622,starch biosynthesis,1.1446295081321e-4,78,FALSE,TRUE,TRUE,2,1.07015635699352,1.30551021799259,0.719628705316861,0.301029995663981,2.82578992634374
1394,SORBI_3009G239250,9,57675001,57725589,978,44,326,3.2283,6.2259e-4,0.051972,1.8408e-4,6.2259e-4,0.016514707146208,1,1278,3.075643e-7,978,1348,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.40061228228597,1.42377132066289,0,0,2.82438360294886
1395,SORBI_3004G155000,4,49109841,49160881,1750,70,328,3.352,4.0118e-4,0.0067049,2.7047e-4,4.0118e-4,0.0126423898141264,1,1076,5.524546e-7,1750,1602,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.32563966273705,1.4984899031549,0,0,2.82412956589195
1396,SORBI_3003G338250,3,66104543,66155121,472,32,331,2.9739,0.0014701,0.35545,3.5257e-5,0.0014701,0.0280676524774775,1,1776,1.00067e-7,472,971,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,1.54308294457727,1.28085921304269,0,0,2.82394215761996
1397,SORBI_3002G240900,2,63048582,63102711,506,48,330,2.5238,0.0058042,0.13188,8.7431e-4,0.0058042,0.0604449673218673,1,3256,3.799375e-6,506,3214,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,1.02325630205795,1.01761777826811,1.38127438662907,0.301029995663981,2.82182027233978
